league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Performance PSxG,Performance PSxG+/-,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
,1718,APOEL FC,2017-07-12 APOEL FC-F91 Dudelange,2017-07-12,20:00:00,Second qualifying round,Wed,Home,W,1,0,F91 Dudelange,,,,14000,Nuno Morais,4-2-3-1,4-4-2,Alan Sant,/en/matches/fdc74e02/APOEL-FC-F91-Dudelange-July-12-2017-Champions-League,Leg 1 of 2,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0,,,,
,1718,APOEL FC,2017-07-19 F91 Dudelange-APOEL FC,2017-07-19,18:00:00,Second qualifying round,Wed,Away,W,1,0,F91 Dudelange,,,,1458,Boy Waterman,4-4-2,4-4-2,Nikola Dabanović,/en/matches/902bfa01/F91-Dudelange-APOEL-FC-July-19-2017-Champions-League,Leg 2 of 2; APOEL FC won,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0,,,,
,1718,APOEL FC,2017-07-26 Viitorul-APOEL FC,2017-07-26,21:00:00,Third qualifying round,Wed,Away,L,0,1,Viitorul,,,,4500,Nuno Morais,4-4-1-1,4-3-3,Paolo Valeri,/en/matches/1ba198cf/Viitorul-Constanta-APOEL-FC-July-26-2017-Champions-League,Leg 1 of 2,,1,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0,,,,
,1718,APOEL FC,2017-08-02 APOEL FC-Viitorul,2017-08-02,20:00:00,Third qualifying round,Wed,Home,W,4,0,Viitorul,,,,13647,Nuno Morais,4-4-2,4-3-3,Aleksey Eskov,/en/matches/46f25fd1/APOEL-FC-Viitorul-Constanta-August-2-2017-Champions-League,Leg 2 of 2; APOEL FC won; Required Extra Time,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,,,0,,,,
,1718,APOEL FC,2017-08-15 APOEL FC-Slavia Prague,2017-08-15,21:45:00,Play-off round,Tue,Home,W,2,0,Slavia Prague,,,45,13073,Nuno Morais,4-2-3-1,4-2-3-1,Antonio Matéu Lahoz,/en/matches/5cc53efc/APOEL-FC-Slavia-Prague-August-15-2017-Champions-League,Leg 1 of 2,5,0,5,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,2,5,3,60.0,0.4,0.67,,,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,8,21,0,12,13,13,0,0,0,,,,
,1718,APOEL FC,2017-08-23 Slavia Prague-APOEL FC,2017-08-23,20:45:00,Play-off round,Wed,Away,D,0,0,Slavia Prague,,,39,18844,Nuno Morais,4-4-2,4-1-4-1,Milorad Mažić,/en/matches/f0731b33/Slavia-Prague-APOEL-FC-August-23-2017-Champions-League,Leg 2 of 2; APOEL FC won,6,0,6,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,0,3,0,0.0,0.0,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,8,22,2,12,13,15,0,0,0,,,,
,1718,APOEL FC,2017-09-13 Real Madrid-APOEL FC,2017-09-13,20:45:00,Group stage,Wed,Away,L,0,3,Real Madrid,0.2,3.9,31,71060,Nuno Morais,4-4-2,4-1-2-1-2,Benoît Bastien,/en/matches/fd3ebb28/Real-Madrid-APOEL-FC-September-13-2017-Champions-League,,6,3,3,66.7,0,2.8,-0.2,1,1,0,0,14,26,53.8,19,1,57.9,40.2,15,100.0,65.0,31,3,9.7,0,10.0,0,4,1,25.0,0.0,0.0,23.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,252,331,76.1,4668,2297,122,138,88.4,84,105,80.0,36,68,52.9,0,0.2,0.1,4,9,4,1,17,331,279,48,15,0,1,2,13,1,0,0,0,252,4,4,8,5,1,1,0,1,0,0,0,0,0,0,0,0,16,9,12,2,2,1,12,8.3,11,16,7,9,21,37,38,0,459,78,230,194,43,11,459,12,3,25.0,9,75.0,168,1166,605,8,6,1,17,13,250,17,3,0,0,10,11,4,2,21,9,0,1,0,45,11,12,47.8
,1718,APOEL FC,2017-09-26 APOEL FC-Tottenham,2017-09-26,21:45:00,Group stage,Tue,Home,L,0,3,Tottenham,1.0,1.8,42,16324,Nuno Morais,4-4-2,5-3-2,Pavel Královec,/en/matches/e0532f21/APOEL-FC-Tottenham-Hotspur-September-26-2017-Champions-League,,4,3,1,25.0,0,1.9,-1.1,0,0,0,0,6,17,35.3,20,3,45.0,37.7,10,80.0,58.9,11,0,0.0,0,17.0,0,15,3,20.0,0.0,0.0,16.7,1,0,0,1.0,1.0,0.07,-1.0,-1.0,341,447,76.3,6428,2584,144,166,86.7,134,166,80.7,52,85,61.2,0,0.9,0.8,12,27,8,4,34,447,399,45,10,2,2,19,16,5,3,2,0,341,3,9,29,22,2,1,1,2,1,0,0,0,0,0,0,0,17,10,11,4,2,8,19,42.1,11,12,6,6,18,35,24,2,568,61,217,250,106,19,568,11,5,45.5,6,54.5,358,1756,850,13,4,3,18,15,338,34,2,0,0,9,10,3,19,18,10,0,0,0,61,17,10,63.0
,1718,APOEL FC,2017-10-17 APOEL FC-Dortmund,2017-10-17,21:45:00,Group stage,Tue,Home,D,1,1,Dortmund,1.0,2.1,29,15604,Nuno Morais,4-2-3-1,4-3-3,Aliaksei Kulbakov,/en/matches/d541dc1c/APOEL-FC-Dortmund-October-17-2017-Champions-League,,4,1,3,66.7,0,1.4,-0.2,0,0,0,0,13,33,39.4,21,2,85.7,53.8,15,100.0,64.0,17,1,5.9,0,7.8,1,8,4,50.0,0.13,0.25,16.5,0,0,0,1.0,1.0,0.12,0.0,0.0,180,282,63.8,3917,2426,70,88,79.5,62,90,68.9,39,81,48.1,0,0.3,0.4,5,19,5,3,16,282,226,52,12,0,0,10,21,2,0,0,1,180,4,6,14,9,1,3,1,0,0,2,0,0,1,1,0,0,15,11,9,6,0,7,17,41.2,10,17,3,14,19,34,41,0,415,82,189,149,81,13,415,16,8,50.0,8,50.0,204,928,462,12,6,6,16,13,177,15,3,0,0,14,10,4,10,19,11,0,0,0,46,16,15,51.6
,1718,APOEL FC,2017-11-01 Dortmund-APOEL FC,2017-11-01,20:45:00,Group stage,Wed,Away,D,1,1,Dortmund,0.6,2.8,23,64500,Nektarios Alexandrou,5-3-2,4-1-4-1,Matej Jug,/en/matches/35b4cf49/Dortmund-APOEL-FC-November-1-2017-Champions-League,,7,1,6,85.7,0,1.2,0.2,0,0,0,0,11,27,40.7,17,3,76.5,55.3,14,100.0,67.9,27,0,0.0,2,10.8,1,4,2,50.0,0.25,0.5,18.5,0,0,0,0.6,0.6,0.16,0.4,0.4,165,263,62.7,3139,1783,88,108,81.5,41,64,64.1,30,72,41.7,1,0.6,0.4,4,14,4,0,22,263,218,45,10,0,1,3,18,1,1,0,0,165,0,8,8,6,1,0,0,1,0,2,2,0,0,0,0,0,14,11,9,5,0,5,17,29.4,12,17,11,6,14,28,44,1,395,104,202,146,50,7,395,10,4,40.0,6,60.0,145,814,431,7,4,1,14,10,165,22,3,0,0,14,7,0,3,14,11,0,0,0,43,13,15,46.4
