league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Performance PSxG,Performance PSxG+/-,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
,1819,AEK Athens,2018-08-08 Celtic-AEK Athens,2018-08-08,19:45:00,Third qualifying round,Wed,Away,D,1,1,Celtic,,,,54370,André Simões,4-2-3-1,4-1-4-1,Luca Banti,/en/matches/afd0f00d/Celtic-AEK-Athens-August-8-2018-Champions-League,Leg 1 of 2,,1,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,0,,,,
,1819,AEK Athens,2018-08-14 AEK Athens-Celtic,2018-08-14,21:00:00,Third qualifying round,Tue,Home,W,2,1,Celtic,,,,32300,André Simões,4-4-1-1,3-3-2-2,Vladislav Bezborodov,/en/matches/9fb7fab9/AEK-Athens-Celtic-August-14-2018-Champions-League,Leg 2 of 2; AEK Athens won,,1,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0,,,,
,1819,AEK Athens,2018-08-22 Vidi-AEK Athens,2018-08-22,21:00:00,Play-off round,Wed,Away,W,2,1,Vidi,,,57,10681,Petros Mantalos,4-4-1-1,4-3-2-1,Luca Banti,/en/matches/d1266ceb/Vidi-AEK-Athens-August-22-2018-Champions-League,Leg 1 of 2,4,1,3,75.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,2,13,6,46.2,0.15,0.33,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,12,12,0,6,12,10,,,0,,,,
,1819,AEK Athens,2018-08-25 AEK Athens-PAS Giannina,2018-08-25,21:30:00,Matchweek 1,Sat,Home,W,2,0,PAS Giannina,,,,7504,Vasilios Barkas,4-2-3-1,4-2-3-1,Athanasios Sezos,/en/matches/b86cb0d5/AEK-Athens-PAS-Giannina-August-25-2018-Super-League-Greece,,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0,,,,
,1819,AEK Athens,2018-08-28 AEK Athens-Vidi,2018-08-28,22:00:00,Play-off round,Tue,Home,D,1,1,Vidi,,,49,29774,Petros Mantalos,4-2-3-1,,Tomasz Musiał,/en/matches/73dfd2c4/AEK-Athens-Vidi-August-28-2018-Champions-League,Leg 2 of 2; AEK Athens won,4,1,3,75.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,1,11,4,36.4,0.0,0.0,,,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,16,15,3,27,16,14,,,0,,,,
,1819,AEK Athens,2018-09-01 Asteras Tripoli-AEK Athens,2018-09-01,21:30:00,Matchweek 2,Sat,Away,W,1,0,Asteras Tripoli,,,,3844,Petros Mantalos,4-2-3-1,4-2-3-1,Ioannis Papadopoulos,/en/matches/cfe407ed/Asteras-Tripoli-AEK-Athens-September-1-2018-Super-League-Greece,,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,,,0,,,,
,1819,AEK Athens,2018-09-15 AEK Athens-Panionios,2018-09-15,20:30:00,Matchweek 3,Sat,Home,W,4,0,Panionios,,,,10433,Petros Mantalos,4-2-3-1,4-3-3,Angelos Evangelo u,/en/matches/a322ff6e/AEK-Athens-Panionios-September-15-2018-Super-League-Greece,,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,,,,
,1819,AEK Athens,2018-09-19 Ajax-AEK Athens,2018-09-19,18:55:00,Group stage,Wed,Away,L,0,3,Ajax,0.4,1.7,33,52285,Petros Mantalos,4-2-3-1,4-2-3-1,Carlos del Cerro,/en/matches/fea8249c/Ajax-AEK-Athens-September-19-2018-Champions-League,,6,3,3,50.0,0,2.5,-0.5,0,0,0,0,21,29,72.4,26,1,88.5,50.1,7,85.7,52.6,22,2,9.1,0,7.7,0,4,0,0.0,0.0,,15.5,0,0,0,0.4,0.4,0.1,-0.4,-0.4,223,325,68.6,4926,2354,89,115,77.4,71,95,74.7,55,87,63.2,0,0.4,0.4,3,16,2,1,10,325,275,48,19,1,5,8,15,3,2,1,0,223,2,15,7,5,1,0,0,1,0,0,0,0,0,0,0,0,22,14,16,6,0,8,20,40.0,12,12,5,7,17,39,35,0,458,89,216,195,55,4,458,19,9,47.4,10,52.6,227,1253,616,12,9,1,18,12,223,10,2,0,0,12,12,2,8,17,14,0,0,0,47,14,14,50.0
,1819,AEK Athens,2018-09-23 PAOK-AEK Athens,2018-09-23,20:30:00,Matchweek 4,Sun,Away,L,0,2,PAOK,,,,23763,Petros Mantalos,4-3-3,4-2-3-1,Mattias Gestranius,/en/matches/6019fa8a/PAOK-AEK-Athens-September-23-2018-Super-League-Greece,,,2,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0,,,,
,1819,AEK Athens,2018-09-29 OFI Crete-AEK Athens,2018-09-29,20:30:00,Matchweek 5,Sat,Away,W,3,0,OFI Crete,,,,4701,Petros Mantalos,4-2-3-1,4-4-2,Tasos Sidiropoulos,/en/matches/81c68d7d/OFI-Crete-AEK-Athens-September-29-2018-Super-League-Greece,,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,3,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0,,,,
,1819,AEK Athens,2018-10-02 AEK Athens-Benfica,2018-10-02,22:00:00,Group stage,Tue,Home,L,2,3,Benfica,2.8,1.2,64,31154,Petros Mantalos,4-2-3-1,4-3-3,Orel Grinfeeld,/en/matches/d93b37d2/AEK-Athens-Benfica-October-2-2018-Champions-League,,6,3,3,50.0,0,2.2,-0.8,0,0,0,0,6,7,85.7,16,2,37.5,32.3,7,14.3,33.7,8,0,0.0,0,17.0,2,15,6,40.0,0.13,0.33,18.3,0,0,0,2.8,2.8,0.19,-0.8,-0.8,551,649,84.9,10073,2865,247,268,92.2,223,243,91.8,73,102,71.6,2,2.7,1.9,13,47,7,1,51,649,596,47,9,2,4,19,19,8,4,0,0,551,6,13,25,21,1,1,0,1,1,4,4,0,0,0,0,0,11,10,4,5,2,4,5,80.0,1,8,2,6,7,18,11,0,728,34,109,449,181,23,728,14,6,42.9,8,57.1,479,2775,1418,25,21,8,8,13,549,51,2,0,0,13,9,6,19,7,10,0,0,0,45,11,18,37.9
,1819,AEK Athens,2018-10-07 AEK Athens-Olympiacos,2018-10-07,20:30:00,Matchweek 6,Sun,Home,D,1,1,Olympiacos,,,,27419,André Simões,4-2-3-1,4-2-3-1,Mads-Kristoffer Kristoffersen,/en/matches/ead99dd3/AEK-Athens-Olympiacos-October-7-2018-Super-League-Greece,,,1,,,0,,,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0,,,,
,1819,AEK Athens,2018-10-20 Apollon Smyrnis-AEK Athens,2018-10-20,19:00:00,Matchweek 7,Sat,Away,W,2,0,Apollon Smyrnis,,,,3002,Petros Mantalos,4-2-3-1,4-3-3,Evangelos Gratsanis,/en/matches/6b4de70d/Apollon-Smyrnis-AEK-Athens-October-20-2018-Super-League-Greece,,,0,,,1,,,0,0,0,0,,,,,,,,,,,,,,,,2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0,,,,
