league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,KP,1/3,PPA,CrsPA,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Rec,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
,0203,AEK Athens,2002-08-13 APOEL FC-AEK Athens,2002-08-13,,Third qualifying round,Tue,Away,W,3,2,APOEL FC,,,,,,Éric Poulat,/en/matches/5e38ce45/APOEL-FC-AEK-Athens-August-13-2002-Champions-League,Leg 1 of 2,,,,,,,,,,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
,0203,AEK Athens,2002-08-28 AEK Athens-APOEL FC,2002-08-28,,Third qualifying round,Wed,Home,W,1,0,APOEL FC,,,,,,Claus Bo Larsen,/en/matches/3769e751/AEK-Athens-APOEL-FC-August-28-2002-Champions-League,Leg 2 of 2; AEK Athens won,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
,0203,AEK Athens,2002-09-17 Genk-AEK Athens,2002-09-17,,First group stage,Tue,Away,D,0,0,Genk,,,,,,Konrad Plautz,/en/matches/8649c075/Genk-AEK-Athens-September-17-2002-Champions-League,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,0203,AEK Athens,2002-09-25 AEK Athens-Roma,2002-09-25,,First group stage,Wed,Home,D,0,0,Roma,,,,,,Graham Barber,/en/matches/bd64658b/AEK-Athens-Roma-September-25-2002-Champions-League,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,0203,AEK Athens,2002-10-02 AEK Athens-Real Madrid,2002-10-02,,First group stage,Wed,Home,D,3,3,Real Madrid,,,,,,Valentin Ivanov,/en/matches/ae505bca/AEK-Athens-Real-Madrid-October-2-2002-Champions-League,,,,,,,,,,,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,0203,AEK Athens,2002-10-22 Real Madrid-AEK Athens,2002-10-22,,First group stage,Tue,Away,D,2,2,Real Madrid,,,,,,Herbert Fandel,/en/matches/84d2b215/Real-Madrid-AEK-Athens-October-22-2002-Champions-League,,,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,0203,AEK Athens,2002-10-30 AEK Athens-Genk,2002-10-30,,First group stage,Wed,Home,D,1,1,Genk,,,,,,Massimo Busacca,/en/matches/e6a08eb6/AEK-Athens-Genk-October-30-2002-Champions-League,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
,0203,AEK Athens,2002-11-12 Roma-AEK Athens,2002-11-12,,First group stage,Tue,Away,D,1,1,Roma,,,,,,Stéphane Bré,/en/matches/591e8f1b/Roma-AEK-Athens-November-12-2002-Champions-League,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,0203,AEK Athens,2002-11-28 AEK Athens-Maccabi Haifa,2002-11-28,,Third round,Thu,Home,W,4,0,Maccabi Haifa,,,,,,Paulo Costa,/en/matches/2ce329bf/AEK-Athens-Maccabi-Haifa-November-28-2002-UEFA-Cup,Leg 1 of 2,,,,,,,,,,4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,0203,AEK Athens,2002-12-12 Maccabi Haifa-AEK Athens,2002-12-12,,Third round,Thu,Away,W,4,1,Maccabi Haifa,,,,,,Knud Erik Fisker,/en/matches/be67dcc6/Maccabi-Haifa-AEK-Athens-December-12-2002-UEFA-Cup,Leg 2 of 2; AEK Athens won,,,,,,,,,,4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
