league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Performance PSxG,Performance PSxG+/-,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
,2223,Ajax,2022-08-06 Fortuna Sittard-Ajax,2022-08-06,16:30:00,Matchweek 1,Sat,Away,W,3,2,Fortuna Sittard,,,71,11863,Dušan Tadić,4-3-3,4-2-3-1,Serdar Gözübüyük,/en/matches/f4f1429a/Fortuna-Sittard-Ajax-August-6-2022-Eredivisie,,2,2,0,0.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,3,15,4,26.7,0.2,0.75,,,0,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,14,2,20,4,8,,,0,,,,
,2223,Ajax,2022-08-14 Ajax-Groningen,2022-08-14,14:30:00,Matchweek 2,Sun,Home,W,6,1,Groningen,,,69,54060,Dušan Tadić,4-3-3,4-5-1,Bas Nijhuis,/en/matches/d45aec45/Ajax-Groningen-August-14-2022-Eredivisie,,2,1,1,50.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,6,24,11,45.8,0.21,0.45,,,1,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4,5,4,15,7,13,,,0,,,,
,2223,Ajax,2022-08-21 Sparta R'dam-Ajax,2022-08-21,14:30:00,Matchweek 3,Sun,Away,W,1,0,Sparta R'dam,,,66,10606,Dušan Tadić,4-3-3,4-2-3-1,Jeroen Manschot,/en/matches/53868e2b/Sparta-Rotterdam-Ajax-August-21-2022-Eredivisie,,5,0,5,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,1,14,3,21.4,0.07,0.33,,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,9,10,2,19,6,11,,,0,,,,
,2223,Ajax,2022-08-28 Utrecht-Ajax,2022-08-28,12:15:00,Matchweek 4,Sun,Away,W,2,0,Utrecht,,,57,21471,Dušan Tadić,4-3-3,4-3-3,Danny Makkelie,/en/matches/fa0c5c01/Utrecht-Ajax-August-28-2022-Eredivisie,,1,0,1,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,2,10,4,40.0,0.2,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,10,9,0,17,8,12,,,0,,,,
,2223,Ajax,2022-09-03 Ajax-Cambuur,2022-09-03,16:30:00,Matchweek 5,Sat,Home,W,4,0,Cambuur,,,75,53667,Dušan Tadić,4-3-3,4-2-3-1,Joey Kooij,/en/matches/904efc22/Ajax-Cambuur-September-3-2022-Eredivisie,,3,0,3,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,4,22,8,36.4,0.18,0.5,,,0,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,7,7,1,25,4,12,,,0,,,,
,2223,Ajax,2022-09-07 Ajax-Rangers,2022-09-07,18:45:00,Group stage,Wed,Home,W,4,0,Rangers,2.1,0.1,74,52862,Dušan Tadić,4-3-3,4-2-3-1,Tobias Stieler,/en/matches/4f096324/Ajax-Rangers-September-7-2022-Champions-League,,1,0,1,100.0,1,0.2,0.2,0,0,0,0,0,3,0.0,30,1,10.0,22.0,3,0.0,21.3,7,0,0.0,3,25.0,4,17,9,52.9,0.24,0.44,17.3,0,0,0,2.1,2.1,0.12,1.9,1.9,766,845,90.7,12864,3752,335,363,92.3,378,400,94.5,39,55,70.9,2,1.6,1.9,14,84,14,2,71,845,804,37,8,3,3,14,18,7,3,0,0,766,4,4,29,23,5,1,0,0,0,7,5,1,1,0,0,0,14,8,3,6,5,4,9,44.4,5,7,2,5,9,23,6,1,933,34,165,505,266,41,933,24,15,62.5,6,25.0,554,2189,1117,18,16,4,11,6,756,69,0,0,0,8,4,4,14,9,8,0,0,0,45,9,6,60.0
,2223,Ajax,2022-09-10 Ajax-Heerenveen,2022-09-10,18:45:00,Matchweek 6,Sat,Home,W,5,0,Heerenveen,,,71,49555,Dušan Tadić,4-3-3,5-3-2,Edwin van de Graaf,/en/matches/2188de1a/Ajax-Heerenveen-September-10-2022-Eredivisie,,1,0,1,100.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,5,20,7,35.0,0.25,0.71,,,0,0,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3,4,3,29,14,14,,,0,,,,
,2223,Ajax,2022-09-13 Liverpool-Ajax,2022-09-13,20:00:00,Group stage,Tue,Away,L,1,2,Liverpool,0.3,2.2,43,52387,Dušan Tadić,4-2-3-1,4-3-3,Artur Dias,/en/matches/03c10fd7/Liverpool-Ajax-September-13-2022-Champions-League,,10,2,8,80.0,0,1.8,-0.2,0,0,0,0,6,30,20.0,54,5,46.3,39.2,16,31.3,28.6,24,2,8.3,0,4.3,1,3,1,33.3,0.33,1.0,13.4,0,0,0,0.3,0.3,0.1,0.7,0.7,320,413,77.5,6098,2305,129,135,95.6,151,174,86.8,38,82,46.3,1,0.3,0.6,2,14,6,1,26,413,357,52,14,0,5,5,19,0,0,0,0,320,4,7,6,6,0,0,0,0,0,2,2,0,0,0,0,0,29,16,17,11,1,13,24,54.2,11,13,4,9,15,44,32,0,552,130,296,195,64,12,552,18,7,38.9,9,50.0,327,1354,614,11,11,4,14,12,320,26,2,0,0,19,11,4,5,15,16,0,0,0,39,9,25,26.5
,2223,Ajax,2022-09-18 AZ Alkmaar-Ajax,2022-09-18,16:45:00,Matchweek 7,Sun,Away,L,1,2,AZ Alkmaar,,,58,18772,Dušan Tadić,4-2-3-1,4-3-3,Bas Nijhuis,/en/matches/ae64db01/AZ-Alkmaar-Ajax-September-18-2022-Eredivisie,,8,2,6,75.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,1,15,7,46.7,0.07,0.14,,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,8,4,3,20,9,10,,,0,,,,
,2223,Ajax,2022-10-01 Ajax-Go Ahead Eag,2022-10-01,20:00:00,Matchweek 8,Sat,Home,D,1,1,Go Ahead Eag,,,75,53848,Dušan Tadić,4-2-3-1,4-4-2,Alex Bos,/en/matches/15c15df1/Ajax-Go-Ahead-Eagles-October-1-2022-Eredivisie,,1,1,0,0.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,1,23,7,30.4,0.04,0.14,,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,6,14,2,43,5,8,,,0,,,,
