league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,KP,1/3,PPA,CrsPA,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Rec,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
,0001,Anderlecht,2000-07-26 Anderlecht-Anorthosis,2000-07-26,,Second qualifying round,Wed,Home,W,4,2,Anorthosis,,,,,,Knud Stadsgaard,/en/matches/eeb881a1/Anderlecht-Anorthosis-Famagusta-July-26-2000-Champions-League,Leg 1 of 2,,,,,,,,,,4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,0001,Anderlecht,2000-08-02 Anorthosis-Anderlecht,2000-08-02,,Second qualifying round,Wed,Away,D,0,0,Anorthosis,,,,,,Hermann Albrecht,/en/matches/adfb0549/Anorthosis-Famagusta-Anderlecht-August-2-2000-Champions-League,Leg 2 of 2; Anderlecht won,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
,0001,Anderlecht,2000-08-09 Anderlecht-Porto,2000-08-09,,Third qualifying round,Wed,Home,W,1,0,Porto,,,,,,Tom Henning Øvrebø,/en/matches/d5e5fb1f/Anderlecht-Porto-August-9-2000-Champions-League,Leg 1 of 2,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,0001,Anderlecht,2000-08-23 Porto-Anderlecht,2000-08-23,,Third qualifying round,Wed,Away,D,0,0,Porto,,,,,,Cosimo Bolognino,/en/matches/77bb221e/Porto-Anderlecht-August-23-2000-Champions-League,Leg 2 of 2; Anderlecht won,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,0001,Anderlecht,2000-09-13 Manchester Utd-Anderlecht,2000-09-13,,First group stage,Wed,Away,L,1,5,Manchester Utd,,,,,,Terje Hauge,/en/matches/225c6df3/Manchester-United-Anderlecht-September-13-2000-Champions-League,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,0001,Anderlecht,2000-09-19 Anderlecht-PSV Eindhoven,2000-09-19,,First group stage,Tue,Home,W,1,0,PSV Eindhoven,,,,,,López Nieto,/en/matches/e68f780e/Anderlecht-PSV-Eindhoven-September-19-2000-Champions-League,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
,0001,Anderlecht,2000-09-26 Dynamo Kyiv-Anderlecht,2000-09-26,,First group stage,Tue,Away,L,0,4,Dynamo Kyiv,,,,,,Alain Sars,/en/matches/1084c976/Dynamo-Kyiv-Anderlecht-September-26-2000-Champions-League,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,0001,Anderlecht,2000-10-18 Anderlecht-Dynamo Kyiv,2000-10-18,,First group stage,Wed,Home,W,4,2,Dynamo Kyiv,,,,,,Herbert Fandel,/en/matches/7ec87e81/Anderlecht-Dynamo-Kyiv-October-18-2000-Champions-League,,,,,,,,,,,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,0001,Anderlecht,2000-10-24 Anderlecht-Manchester Utd,2000-10-24,,First group stage,Tue,Home,W,2,1,Manchester Utd,,,,,,Stefano Braschi,/en/matches/c629f5a3/Anderlecht-Manchester-United-October-24-2000-Champions-League,,,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,0001,Anderlecht,2000-11-08 PSV Eindhoven-Anderlecht,2000-11-08,,First group stage,Wed,Away,W,3,2,PSV Eindhoven,,,,,,Pierluigi Collina,/en/matches/53335ea6/PSV-Eindhoven-Anderlecht-November-8-2000-Champions-League,,,,,,,,,,,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
