league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,KP,1/3,PPA,CrsPA,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Rec,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
,0102,1860 Munich,2001-07-28 1860 Munich-Kaiserslautern,2001-07-28,,Matchweek 1,Sat,Home,L,0,4,Kaiserslautern,,,,,,Hellmut Krug,/en/matches/2e237671/1860-Munich-Kaiserslautern-July-28-2001-Bundesliga,,,4,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,0102,1860 Munich,2001-08-04 Köln-1860 Munich,2001-08-04,,Matchweek 2,Sat,Away,L,0,2,Köln,,,,,,Alfons Berg,/en/matches/833ad9c7/Koln-1860-Munich-August-4-2001-Bundesliga,,,2,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
,0102,1860 Munich,2001-08-11 1860 Munich-Hamburger SV,2001-08-11,,Matchweek 3,Sat,Home,D,1,1,Hamburger SV,,,,,,Edgar Steinborn,/en/matches/86427b45/1860-Munich-Hamburger-SV-August-11-2001-Bundesliga,,,1,,,0,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
,0102,1860 Munich,2001-08-18 Werder Bremen-1860 Munich,2001-08-18,,Matchweek 4,Sat,Away,W,3,1,Werder Bremen,,,,,,Jürgen Aust,/en/matches/783df39c/Werder-Bremen-1860-Munich-August-18-2001-Bundesliga,,,1,,,0,,,,,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,,,,0
,0102,1860 Munich,2001-09-08 1860 Munich-Nürnberg,2001-09-08,,Matchweek 5,Sat,Home,W,1,0,Nürnberg,,,,,,Knut Kircher,/en/matches/632ab887/1860-Munich-Nurnberg-September-8-2001-Bundesliga,,,0,,,1,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,0102,1860 Munich,2001-09-16 Hertha BSC-1860 Munich,2001-09-16,,Matchweek 6,Sun,Away,L,1,2,Hertha BSC,,,,,,Lutz Wagner,/en/matches/aadc7b96/Hertha-BSC-1860-Munich-September-16-2001-Bundesliga,,,2,,,0,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,,,,,,1
,0102,1860 Munich,2001-09-23 1860 Munich-Wolfsburg,2001-09-23,,Matchweek 7,Sun,Home,W,2,1,Wolfsburg,,,,,,Thorsten Kinhöfer,/en/matches/f68734ed/1860-Munich-Wolfsburg-September-23-2001-Bundesliga,,,1,,,0,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
,0102,1860 Munich,2001-09-29 Hansa Rostock-1860 Munich,2001-09-29,,Matchweek 8,Sat,Away,D,2,2,Hansa Rostock,,,,,,Herbert Fandel,/en/matches/bcad5ba3/Hansa-Rostock-1860-Munich-September-29-2001-Bundesliga,,,2,,,0,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
,0102,1860 Munich,2001-10-13 1860 Munich-Bayern Munich,2001-10-13,,Matchweek 9,Sat,Home,L,1,5,Bayern Munich,,,,,,Hellmut Krug,/en/matches/2e564bf0/1860-Munich-Bayern-Munich-October-13-2001-Bundesliga,,,5,,,0,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,,,0
,0102,1860 Munich,2001-10-20 Schalke 04-1860 Munich,2001-10-20,,Matchweek 10,Sat,Away,L,0,1,Schalke 04,,,,,,Peter Gagelmann,/en/matches/7327ab62/Schalke-04-1860-Munich-October-20-2001-Bundesliga,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,1
