league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,KP,1/3,PPA,CrsPA,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Rec,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
,1112,Augsburg,2011-08-06 Augsburg-Freiburg,2011-08-06,,Matchweek 1,Sat,Home,D,2,2,Freiburg,,,,4-2-3-1,4-1-4-1,Jochen Drees,/en/matches/35d978ea/Augsburg-Freiburg-August-6-2011-Bundesliga,,,2,,,0,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,1112,Augsburg,2011-08-14 Kaiserslautern-Augsburg,2011-08-14,,Matchweek 2,Sun,Away,D,1,1,Kaiserslautern,,,,4-2-3-1,4-2-3-1,Tobias Welz,/en/matches/680e0eef/Kaiserslautern-Augsburg-August-14-2011-Bundesliga,,,1,,,0,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,1112,Augsburg,2011-08-20 Augsburg-Hoffenheim,2011-08-20,,Matchweek 3,Sat,Home,L,0,2,Hoffenheim,,,,4-1-4-1,4-2-3-1,Markus Wingenbach,/en/matches/23f0d4a0/Augsburg-Hoffenheim-August-20-2011-Bundesliga,,,2,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,1112,Augsburg,2011-08-27 Nürnberg-Augsburg,2011-08-27,,Matchweek 4,Sat,Away,L,0,1,Nürnberg,,,,4-2-3-1,4-1-4-1,Thorsten Kinhöfer,/en/matches/9a1c8299/Nurnberg-Augsburg-August-27-2011-Bundesliga,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,1112,Augsburg,2011-09-09 Augsburg-Leverkusen,2011-09-09,,Matchweek 5,Fri,Home,L,1,4,Leverkusen,,,,4-2-3-1,4-2-3-1,Felix Zwayer,/en/matches/9fffacea/Augsburg-Bayer-Leverkusen-September-9-2011-Bundesliga,,,4,,,0,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,1112,Augsburg,2011-09-17 Hertha BSC-Augsburg,2011-09-17,,Matchweek 6,Sat,Away,D,2,2,Hertha BSC,,,,4-2-3-1,4-2-3-1,Markus Schmidt,/en/matches/1b9b9096/Hertha-BSC-Augsburg-September-17-2011-Bundesliga,,,2,,,0,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,,,,,,,0
,1112,Augsburg,2011-09-24 Augsburg-Hannover 96,2011-09-24,,Matchweek 7,Sat,Home,D,0,0,Hannover 96,,,,4-4-2,4-4-1-1,Christian Dingert,/en/matches/b2737eba/Augsburg-Hannover-96-September-24-2011-Bundesliga,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
,1112,Augsburg,2011-10-01 Dortmund-Augsburg,2011-10-01,,Matchweek 8,Sat,Away,L,0,4,Dortmund,,,,4-1-4-1,4-2-3-1,Babak Rafati,/en/matches/3854dc46/Dortmund-Augsburg-October-1-2011-Bundesliga,,,4,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,1112,Augsburg,2011-10-15 Mainz 05-Augsburg,2011-10-15,,Matchweek 9,Sat,Away,W,1,0,Mainz 05,,,,4-2-3-1,4-3-3,Marco Fritz,/en/matches/88097402/Mainz-05-Augsburg-October-15-2011-Bundesliga,,,0,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
,1112,Augsburg,2011-10-21 Augsburg-Werder Bremen,2011-10-21,,Matchweek 10,Fri,Home,D,1,1,Werder Bremen,,,,3-5-1-1,4-1-2-1-2,Knut Kircher,/en/matches/d5c74c8c/Augsburg-Werder-Bremen-October-21-2011-Bundesliga,,,1,,,0,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
