league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Performance PSxG,Performance PSxG+/-,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
ITA-Serie A,2425,Atalanta,2024-11-03 Napoli-Atalanta,2024-11-03,12:30:00,Matchweek 11,Sun,Away,W,3,0,Napoli,1.2,0.8,50,50873,Berat Djimsiti,3-4-1-2,4-3-3,Daniele Doveri,/en/matches/31d4ab7d/Napoli-Atalanta-November-3-2024-Serie-A,,3,0,3,100.0,1,0.6,0.6,0,0,0,0,2,14,14.3,33,5,30.3,37.2,5,80.0,57.4,12,1,8.3,2,16.3,3,12,3,25.0,0.25,1.0,13.7,0,0,0,1.2,1.2,0.1,1.8,1.8,490,574,85.4,8327,2262,225,247,91.1,226,241,93.8,31,58,53.4,3,1.0,0.7,9,29,6,0,34,574,537,34,11,1,2,7,14,3,1,2,0,490,3,9,21,15,2,1,3,0,0,6,6,0,0,0,0,0,25,11,12,10,3,11,13,84.6,2,17,5,12,8,33,22,1,686,59,233,305,150,22,686,15,5,33.3,9,60.0,310,1724,972,18,14,3,15,8,489,34,3,0,0,8,10,3,7,8,11,0,0,0,44,7,8,46.7
ITA-Serie A,2425,Atalanta,2024-11-10 Atalanta-Udinese,2024-11-10,12:30:00,Matchweek 12,Sun,Home,W,2,1,Udinese,0.9,0.8,54,22884,Marten de Roon,3-4-3,3-5-2,Marco Di Bello,/en/matches/fcc555f9/Atalanta-Udinese-November-10-2024-Serie-A,,6,1,5,83.3,0,2.2,1.2,0,0,0,0,0,6,0.0,20,3,20.0,32.8,6,33.3,37.3,12,2,16.7,1,12.5,1,10,3,30.0,0.1,0.33,12.4,0,0,0,0.9,0.9,0.09,0.1,0.1,365,487,74.9,6882,2386,139,186,74.7,178,207,86.0,45,81,55.6,1,0.7,0.8,8,16,4,1,40,487,424,61,13,1,7,21,36,4,4,0,0,365,2,14,19,15,3,0,1,0,0,2,2,0,0,0,0,0,14,11,8,4,2,7,14,50.0,7,10,1,9,7,21,23,0,597,62,213,242,144,21,597,13,2,15.4,10,76.9,264,1331,737,20,10,6,14,7,363,40,1,0,0,10,11,2,21,7,11,0,0,0,36,19,11,63.3
ITA-Serie A,2425,Atalanta,2024-11-23 Parma-Atalanta,2024-11-23,20:45:00,Matchweek 13,Sat,Away,W,3,1,Parma,2.7,0.7,55,18790,Rafael Tolói,3-4-1-2,4-2-3-1,Gianluca Manganiello,/en/matches/b0abcd14/Parma-Atalanta-November-23-2024-Serie-A,,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,0,6,0.0,13,0,30.8,38.2,3,66.7,48.3,4,0,0.0,0,18.0,3,15,6,40.0,0.2,0.5,13.0,0,0,0,2.7,2.7,0.18,0.3,0.3,540,651,82.9,8923,2687,278,309,90.0,221,247,89.5,36,66,54.5,3,2.7,1.5,15,44,9,6,52,651,618,27,6,1,7,25,11,5,2,1,0,540,6,13,27,22,2,1,1,0,1,6,6,0,0,0,0,0,19,7,6,11,2,7,15,46.7,8,13,2,11,10,29,11,0,738,45,177,382,189,27,738,10,7,70.0,2,20.0,432,2089,1108,27,16,7,11,7,538,52,2,0,0,8,5,6,25,10,7,0,0,0,64,14,8,63.6
ITA-Serie A,2425,Atalanta,2024-12-02 Roma-Atalanta,2024-12-02,20:45:00,Matchweek 14,Mon,Away,W,2,0,Roma,1.3,0.4,52,55772,Marten de Roon,3-4-3,3-5-1-1,Marco Guida,/en/matches/74396b38/Roma-Atalanta-December-2-2024-Serie-A,,1,0,1,100.0,1,0.0,0.0,0,0,0,0,2,11,18.2,28,5,28.6,34.6,7,42.9,42.1,10,1,10.0,1,9.8,2,18,7,38.9,0.11,0.29,15.1,1,0,0,1.3,1.3,0.07,0.7,0.7,424,518,81.9,7704,2595,177,198,89.4,182,216,84.3,51,75,68.0,1,1.1,1.2,13,26,13,7,35,518,468,49,17,2,1,23,20,4,3,0,0,424,1,11,33,24,4,2,1,2,0,3,1,1,0,1,0,0,9,6,3,6,0,4,6,66.7,2,4,0,4,4,13,12,0,598,55,188,273,140,27,598,13,6,46.2,6,46.2,321,1542,814,20,13,6,10,9,423,35,3,0,0,13,17,1,23,4,6,0,0,0,38,14,17,45.2
ITA-Serie A,2425,Atalanta,2024-12-06 Atalanta-Milan,2024-12-06,20:45:00,Matchweek 15,Fri,Home,W,2,1,Milan,2.1,0.7,52,22606,Marten de Roon,3-4-1-2,4-2-3-1,Federico La Penna,/en/matches/3c291cde/Atalanta-Milan-December-6-2024-Serie-A,,2,1,1,50.0,0,1.0,0.0,0,0,0,0,0,8,0.0,18,3,27.8,35.6,4,75.0,61.0,1,0,0.0,0,,2,17,8,47.1,0.12,0.25,14.1,0,0,0,2.1,2.1,0.12,-0.1,-0.1,454,529,85.8,7624,2296,210,227,92.5,196,217,90.3,38,62,61.3,2,1.5,1.3,14,43,8,2,58,529,484,45,15,3,2,23,17,7,3,1,0,454,0,9,28,18,4,3,2,1,0,3,0,1,0,1,1,0,11,6,3,5,3,5,15,33.3,10,4,1,3,11,22,5,1,609,30,136,264,213,27,609,10,4,40.0,6,60.0,372,2001,947,23,15,9,12,5,453,58,2,0,0,14,13,0,23,11,6,0,0,0,37,5,7,41.7
ITA-Serie A,2425,Atalanta,2024-12-14 Cagliari-Atalanta,2024-12-14,15:00:00,Matchweek 16,Sat,Away,W,1,0,Cagliari,1.5,1.4,56,15985,Mario Pašalić,3-4-3,3-5-2,Luca Pairetto,/en/matches/69244b8a/Cagliari-Atalanta-December-14-2024-Serie-A,,8,0,8,100.0,1,2.0,2.0,0,0,0,0,7,13,53.8,31,5,35.5,33.7,3,66.7,47.0,16,1,6.3,0,3.0,1,12,2,16.7,0.08,0.5,13.9,0,0,0,1.5,1.5,0.12,-0.5,-0.5,460,553,83.2,7336,2676,244,273,89.4,177,198,89.4,27,51,52.9,1,1.1,1.0,9,35,7,2,34,553,507,42,17,0,0,17,16,5,0,5,0,460,4,8,23,18,2,1,2,0,0,2,2,0,0,0,0,0,20,12,13,6,1,11,14,78.6,3,10,2,8,11,31,32,0,698,65,203,345,154,26,698,15,5,33.3,9,60.0,483,2754,1270,24,23,6,28,10,455,34,3,0,0,10,16,4,17,11,12,0,0,0,55,20,14,58.8
ITA-Serie A,2425,Atalanta,2024-12-22 Atalanta-Empoli,2024-12-22,18:00:00,Matchweek 17,Sun,Home,W,3,2,Empoli,1.3,1.3,65,22163,Mario Pašalić,3-4-3,3-4-3,Ermanno Feliciani,/en/matches/8ea96d1a/Atalanta-Empoli-December-22-2024-Serie-A,,3,2,1,66.7,0,1.7,-0.3,1,1,0,0,2,8,25.0,26,6,26.9,30.3,3,33.3,34.0,3,0,0.0,0,15.3,3,16,6,37.5,0.19,0.5,12.1,0,0,0,1.3,1.3,0.09,1.7,1.7,538,632,85.1,8496,2804,280,304,92.1,201,228,88.2,37,62,59.7,3,1.1,1.0,13,39,8,5,48,632,580,51,16,1,3,30,23,6,4,2,0,538,1,14,29,16,7,2,3,1,0,6,6,0,0,0,0,0,13,7,6,6,1,5,7,71.4,2,4,2,2,6,19,12,0,733,41,193,340,204,24,733,21,8,38.1,10,47.6,539,3147,1529,31,25,7,21,10,533,48,1,0,0,11,14,1,30,6,7,0,1,0,46,15,10,60.0
ITA-Serie A,2425,Atalanta,2024-12-28 Lazio-Atalanta,2024-12-28,20:45:00,Matchweek 18,Sat,Away,D,1,1,Lazio,2.7,0.6,60,48000,Marten de Roon,3-4-1-2,4-2-3-1,Davide Massa,/en/matches/864b029d/Lazio-Atalanta-December-28-2024-Serie-A,,5,1,4,80.0,0,0.7,-0.3,0,0,0,0,5,8,62.5,28,4,17.9,23.9,7,42.9,33.0,9,1,11.1,1,11.5,1,14,3,21.4,0.07,0.33,11.0,0,0,0,2.7,2.7,0.21,-1.7,-1.7,491,597,82.2,8548,2217,221,252,87.7,209,237,88.2,43,68,63.2,1,2.6,1.7,12,30,9,5,42,597,550,44,6,2,10,29,22,7,6,1,0,491,3,14,24,18,1,1,3,0,1,2,2,0,0,0,0,0,14,9,6,5,3,5,10,50.0,5,4,1,3,8,22,16,0,696,60,215,319,167,24,696,17,7,41.2,8,47.1,515,2912,1498,28,20,3,10,8,487,41,3,0,0,11,6,3,29,8,9,0,0,0,53,12,8,60.0
ITA-Serie A,2425,Atalanta,2025-01-11 Udinese-Atalanta,2025-01-11,15:00:00,Matchweek 20,Sat,Away,D,0,0,Udinese,0.2,1.5,54,21727,Marten de Roon,3-4-1-2,3-5-2,Maurizio Mariani,/en/matches/69cd8e7c/Udinese-Atalanta-January-11-2025-Serie-A,,3,0,3,100.0,1,0.9,0.9,0,0,0,0,1,9,11.1,30,11,16.7,29.5,5,80.0,47.8,14,2,14.3,2,10.4,0,4,2,50.0,0.0,0.0,15.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,444,547,81.2,7275,2362,221,252,87.7,178,209,85.2,31,57,54.4,0,0.1,0.8,2,27,3,1,47,547,509,36,4,2,3,18,23,3,3,0,0,444,2,8,6,5,1,0,0,0,0,0,0,0,0,0,0,0,22,13,11,8,3,11,16,68.8,5,10,4,6,9,31,28,0,659,61,209,314,142,15,659,16,8,50.0,8,50.0,339,1652,833,12,13,3,20,15,441,46,2,0,0,16,4,2,18,9,13,0,0,0,44,29,11,72.5
ITA-Serie A,2425,Atalanta,2025-01-14 Atalanta-Juventus,2025-01-14,20:45:00,Matchweek 19,Tue,Home,D,1,1,Juventus,1.4,1.5,60,22920,Marten de Roon,3-4-1-2,4-2-3-1,Daniele Doveri,/en/matches/167a39df/Atalanta-Juventus-January-14-2025-Serie-A,,8,1,7,87.5,0,1.4,0.4,0,0,0,0,4,10,40.0,33,3,27.3,31.8,5,20.0,29.2,9,0,0.0,1,17.0,1,17,5,29.4,0.06,0.2,16.0,0,0,0,1.4,1.4,0.08,-0.4,-0.4,606,686,88.3,10589,2925,254,277,91.7,300,325,92.3,44,63,69.8,1,1.3,1.6,15,47,12,3,54,686,652,32,9,0,4,25,13,3,2,1,0,606,2,5,32,24,3,3,1,1,0,2,2,0,0,0,0,0,15,8,5,7,3,8,20,40.0,12,14,5,9,7,22,15,0,794,61,216,338,247,34,794,24,14,58.3,9,37.5,483,2549,1281,28,19,8,8,18,603,53,1,0,0,10,7,2,25,7,8,0,0,0,50,17,13,56.7
ITA-Serie A,2425,Atalanta,2025-01-18 Atalanta-Napoli,2025-01-18,20:45:00,Matchweek 21,Sat,Home,L,2,3,Napoli,0.7,0.8,56,22874,Marten de Roon,3-4-1-2,4-3-3,Andrea Colombo,/en/matches/c60e5b0e/Atalanta-Napoli-January-18-2025-Serie-A,,3,3,0,0.0,0,1.4,-1.6,0,0,0,0,6,14,42.9,34,5,29.4,30.7,5,80.0,52.4,7,0,0.0,2,22.0,2,15,6,40.0,0.13,0.33,17.1,0,0,0,0.7,0.7,0.05,1.3,1.3,500,587,85.2,8413,2360,238,253,94.1,211,244,86.5,39,60,65.0,0,0.5,1.0,10,25,12,5,40,587,550,36,10,0,5,22,14,3,0,1,0,500,1,13,26,23,2,1,0,0,0,4,3,0,1,0,0,0,22,12,5,14,3,7,13,53.8,6,10,1,9,7,29,11,1,705,54,203,303,205,30,705,14,5,35.7,8,57.1,504,2615,1154,28,24,9,21,10,497,40,4,0,0,18,7,1,22,7,12,0,0,0,48,14,14,50.0
ITA-Serie A,2425,Atalanta,2025-01-25 Como-Atalanta,2025-01-25,15:00:00,Matchweek 22,Sat,Away,W,2,1,Como,1.0,0.8,46,,Marten de Roon,3-4-1-2,4-2-3-1,Luca Pairetto,/en/matches/b003f7e9/Como-Atalanta-January-25-2025-Serie-A,,5,1,4,80.0,0,0.9,-0.1,0,0,0,0,5,20,25.0,35,11,51.4,41.3,5,40.0,46.2,11,2,18.2,2,13.3,2,5,3,60.0,0.4,0.67,15.3,0,0,0,1.0,1.0,0.19,1.0,1.0,354,447,79.2,6630,2403,127,143,88.8,184,207,88.9,35,73,47.9,2,1.0,0.8,5,21,11,1,32,447,398,46,16,3,6,13,18,5,3,0,0,354,3,9,9,7,1,0,0,0,1,4,4,0,0,0,0,0,24,14,16,7,1,13,24,54.2,11,17,5,12,11,35,13,1,556,69,232,230,101,18,556,22,8,36.4,11,50.0,352,1516,724,10,10,0,13,11,353,32,3,0,0,10,14,3,13,11,14,0,0,0,43,13,8,61.9
