league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,KP,1/3,PPA,CrsPA,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Rec,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
ITA-Serie A,0304,Ancona,2003-09-01 Ancona-Milan,2003-09-01,,Matchweek 1,Mon,Home,L,0,2,Milan,,,,,,Pierluigi Collina,/en/matches/de65dfa0/Ancona-Milan-September-1-2003-Serie-A,,,2,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,0
ITA-Serie A,0304,Ancona,2003-09-14 Lecce-Ancona,2003-09-14,,Matchweek 2,Sun,Away,L,1,3,Lecce,,,,,,Nicola Ayroldi,/en/matches/f6c32918/Lecce-Ancona-September-14-2003-Serie-A,,,3,,,0,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,1
ITA-Serie A,0304,Ancona,2003-09-20 Ancona-Modena,2003-09-20,,Matchweek 3,Sat,Home,D,1,1,Modena,,,,,,Pasquale Rodomonti,/en/matches/a05d5150/Ancona-Modena-September-20-2003-Serie-A,,,1,,,0,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
ITA-Serie A,0304,Ancona,2003-09-28 Roma-Ancona,2003-09-28,,Matchweek 4,Sun,Away,L,0,3,Roma,,,,,,Cosimo Bolognino,/en/matches/b3608c1f/Roma-Ancona-September-28-2003-Serie-A,,,3,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
ITA-Serie A,0304,Ancona,2003-10-05 Ancona-Udinese,2003-10-05,,Matchweek 5,Sun,Home,L,0,3,Udinese,,,,,,Stefano Farina,/en/matches/56fbb0d0/Ancona-Udinese-October-5-2003-Serie-A,,,3,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,,,0
ITA-Serie A,0304,Ancona,2003-10-18 Ancona-Juventus,2003-10-18,,Matchweek 6,Sat,Home,L,2,3,Juventus,,,,,,Emilio Pellegrino,/en/matches/6f05f7b7/Ancona-Juventus-October-18-2003-Serie-A,,,3,,,0,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,,,,,,0
ITA-Serie A,0304,Ancona,2003-10-26 Reggina-Ancona,2003-10-26,,Matchweek 7,Sun,Away,D,0,0,Reggina,,,,,,Luca Palanca,/en/matches/e6d31a3d/Reggina-Ancona-October-26-2003-Serie-A,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
ITA-Serie A,0304,Ancona,2003-11-02 Ancona-Siena,2003-11-02,,Matchweek 8,Sun,Home,D,0,0,Siena,,,,,,Diego Preschern,/en/matches/2487dcee/Ancona-Siena-November-2-2003-Serie-A,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
ITA-Serie A,0304,Ancona,2003-11-09 Inter-Ancona,2003-11-09,,Matchweek 9,Sun,Away,L,0,3,Inter,,,,,,Marco Gabriele,/en/matches/bdb68892/Internazionale-Ancona-November-9-2003-Serie-A,,,3,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
ITA-Serie A,0304,Ancona,2003-11-23 Ancona-Brescia,2003-11-23,,Matchweek 10,Sun,Home,D,1,1,Brescia,,,,,,Max Saccani,/en/matches/d371a8b5/Ancona-Brescia-November-23-2003-Serie-A,,,1,,,0,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
