league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Performance PSxG,Performance PSxG+/-,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
FRA-Ligue 1,1920,Amiens,2019-08-10 Nice-Amiens,2019-08-10,20:00:00,Matchweek 1,Sat,Away,L,1,2,Nice,0.8,1.8,32,17719,Prince-Désir Gouano,4-4-1-1,4-3-3,Jérémie Pignard,/en/matches/fe79e1f7/Nice-Amiens-August-10-2019-Ligue-1,,5,2,3,60.0,0,1.8,-0.2,0,0,0,0,15,24,62.5,22,3,68.2,45.3,11,81.8,49.1,14,0,0.0,0,10.3,1,8,2,25.0,0.13,0.5,15.8,0,0,0,0.8,0.8,0.09,0.2,0.2,234,312,75.0,4477,2337,107,122,87.7,85,101,84.2,31,62,50.0,0,0.3,0.5,5,14,5,3,18,312,265,43,9,1,1,14,17,3,2,0,0,234,4,5,13,10,1,0,0,1,1,0,0,0,0,0,0,0,8,3,2,5,1,4,16,25.0,12,12,3,9,11,19,16,0,391,55,148,179,69,13,391,13,6,46.2,7,53.8,160,844,376,8,7,2,12,4,232,18,4,1,1,8,10,4,14,11,3,0,0,0,44,18,9,66.7
FRA-Ligue 1,1920,Amiens,2019-08-17 Amiens-Lille,2019-08-17,20:00:00,Matchweek 2,Sat,Home,W,1,0,Lille,1.0,0.3,49,12481,Prince-Désir Gouano,4-2-3-1,4-2-3-1,Karim Abed,/en/matches/c684a52b/Amiens-Lille-August-17-2019-Ligue-1,,0,0,0,,1,0.0,0.0,0,0,0,0,1,9,11.1,12,2,33.3,37.3,6,83.3,56.0,21,2,9.5,0,8.7,1,8,3,37.5,0.13,0.33,17.9,1,0,0,1.0,1.0,0.12,0.0,0.0,356,460,77.4,6354,2346,154,176,87.5,159,192,82.8,32,58,55.2,1,0.9,0.8,7,31,4,1,48,460,418,41,9,0,6,15,22,3,0,2,0,356,1,11,16,14,1,0,0,1,0,2,2,0,0,0,0,0,21,12,14,6,1,11,22,50.0,11,15,2,13,11,32,48,0,594,55,187,290,125,12,594,5,4,80.0,1,20.0,294,1351,688,14,13,4,19,14,355,48,1,0,0,13,6,1,15,11,12,0,0,0,60,19,17,52.8
FRA-Ligue 1,1920,Amiens,2019-08-24 Amiens-Nantes,2019-08-24,20:00:00,Matchweek 3,Sat,Home,L,1,2,Nantes,0.4,2.4,37,11393,Prince-Désir Gouano,4-2-3-1,4-2-3-1,Jeremy Stinat,/en/matches/019ca0d9/Amiens-Nantes-August-24-2019-Ligue-1,,6,2,4,66.7,0,2.3,0.3,0,0,0,0,10,16,62.5,15,3,33.3,34.4,15,73.3,54.7,17,0,0.0,1,16.5,0,3,1,33.3,0.0,0.0,17.2,0,0,0,0.4,0.4,0.12,-0.4,-0.4,323,417,77.5,6181,2757,133,164,81.1,142,173,82.1,44,66,66.7,1,0.4,0.2,3,14,1,0,23,417,369,47,13,3,2,5,14,2,0,2,0,323,1,8,6,5,0,1,0,0,0,0,0,0,0,0,0,0,16,9,11,5,0,2,16,12.5,14,14,4,10,17,33,23,2,525,68,185,296,50,7,525,15,8,53.3,7,46.7,252,1322,708,13,6,4,18,11,320,22,1,1,0,9,13,1,5,17,9,0,0,0,53,23,9,71.9
FRA-Ligue 1,1920,Amiens,2019-08-31 Toulouse-Amiens,2019-08-31,20:00:00,Matchweek 4,Sat,Away,L,0,2,Toulouse,0.4,1.3,54,10184,Régis Gurtner,5-4-1,4-3-3,Florent Batta,/en/matches/2ded34e6/Toulouse-Amiens-August-31-2019-Ligue-1,,3,2,1,33.3,0,1.3,-0.7,0,0,0,0,7,8,87.5,25,9,20.0,28.7,4,75.0,46.5,13,1,7.7,0,10.0,0,10,1,10.0,0.0,0.0,21.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,554,652,85.0,9919,3730,251,279,90.0,233,262,88.9,57,81,70.4,0,0.2,0.6,6,49,10,4,66,652,603,48,15,1,6,23,23,3,1,2,0,554,1,11,17,14,2,1,0,0,0,0,0,0,0,0,0,0,14,7,9,3,2,5,16,31.3,11,7,2,5,5,19,11,0,730,48,182,411,139,17,730,12,8,66.7,4,33.3,402,1831,953,14,8,4,15,10,549,65,1,0,0,8,14,1,23,5,7,0,0,0,50,7,5,58.3
FRA-Ligue 1,1920,Amiens,2019-09-13 Amiens-Lyon,2019-09-13,20:45:00,Matchweek 5,Fri,Home,D,2,2,Lyon,0.5,2.0,50,12577,Régis Gurtner,4-4-2,4-3-3,Benoît Bastien,/en/matches/6dc14554/Amiens-Lyon-September-13-2019-Ligue-1,,6,2,4,66.7,0,1.8,-0.2,0,0,0,0,5,10,50.0,23,4,13.0,28.5,8,87.5,48.5,4,0,0.0,0,11.0,2,11,2,18.2,0.18,1.0,24.6,2,0,0,0.5,0.5,0.05,1.5,1.5,457,558,81.9,6853,2567,223,249,89.6,183,213,85.9,23,49,46.9,1,0.5,0.5,9,29,4,1,41,558,507,47,10,0,1,17,22,4,2,1,0,457,4,4,21,15,0,3,0,2,1,4,3,0,0,0,1,0,20,10,4,15,1,8,16,50.0,8,5,1,4,8,28,10,0,651,57,155,353,147,19,651,12,8,66.7,4,33.3,392,1893,1053,18,16,5,19,8,454,41,3,0,0,12,14,4,17,8,10,0,0,0,54,12,9,57.1
FRA-Ligue 1,1920,Amiens,2019-09-21 Metz-Amiens,2019-09-21,20:00:00,Matchweek 6,Sat,Away,W,2,1,Metz,1.3,1.3,49,15106,Régis Gurtner,4-2-3-1,4-3-3,Hakim Ben El Hadj Salem,/en/matches/b3a13bef/Metz-Amiens-September-21-2019-Ligue-1,,4,1,3,75.0,0,1.4,0.4,0,0,0,0,8,21,38.1,30,3,36.7,33.7,13,76.9,51.8,20,1,5.0,0,10.5,2,9,5,55.6,0.22,0.4,16.5,2,0,0,1.3,1.3,0.14,0.7,0.7,392,504,77.8,6937,2973,187,209,89.5,161,191,84.3,35,87,40.2,2,1.1,1.5,7,31,8,3,46,504,446,58,12,1,4,14,25,6,3,1,0,392,0,7,17,14,0,1,0,2,0,4,4,0,0,0,0,0,25,14,16,7,2,14,29,48.3,15,10,2,8,13,38,31,0,633,80,238,284,115,14,633,13,4,30.8,9,69.2,286,1518,729,5,6,1,17,14,390,45,1,0,0,12,13,0,14,13,14,0,0,0,51,18,24,42.9
FRA-Ligue 1,1920,Amiens,2019-09-25 Amiens-Bordeaux,2019-09-25,19:00:00,Matchweek 7,Wed,Home,L,1,3,Bordeaux,1.5,0.7,47,11367,Régis Gurtner,4-2-3-1,3-4-3,Willy Delajod,/en/matches/7da226b0/Amiens-Bordeaux-September-25-2019-Ligue-1,,6,3,3,50.0,0,1.1,-1.9,0,0,0,0,6,14,42.9,12,1,50.0,38.1,10,80.0,54.3,7,0,0.0,1,19.0,1,11,3,27.3,0.09,0.33,17.6,1,0,0,1.5,1.5,0.14,-0.5,-0.5,338,465,72.7,5830,2532,169,199,84.9,123,172,71.5,35,70,50.0,1,1.3,1.3,7,27,5,3,40,465,408,55,12,1,3,25,27,3,1,1,0,338,2,6,18,9,2,3,1,2,1,1,1,0,0,0,0,0,21,11,7,9,5,12,23,52.2,11,6,0,6,5,26,9,4,553,36,119,291,147,12,553,16,10,62.5,6,37.5,271,1474,724,20,11,3,11,11,335,39,2,0,0,15,12,2,25,5,11,0,0,0,69,17,18,48.6
FRA-Ligue 1,1920,Amiens,2019-09-28 Angers-Amiens,2019-09-28,20:00:00,Matchweek 8,Sat,Away,D,1,1,Angers,1.2,1.4,40,9331,Régis Gurtner,4-2-3-1,4-1-4-1,Karim Abed,/en/matches/a78642fc/Angers-Amiens-September-28-2019-Ligue-1,,6,1,5,83.3,0,1.2,0.2,0,0,0,0,16,35,45.7,24,1,75.0,48.3,17,100.0,61.5,23,0,0.0,0,9.0,1,8,4,50.0,0.13,0.25,18.6,0,0,0,1.2,1.2,0.15,-0.2,-0.2,306,432,70.8,5734,3077,143,173,82.7,121,159,76.1,38,87,43.7,1,1.1,0.4,6,31,3,1,33,432,379,52,10,2,1,12,21,2,2,0,0,306,1,4,13,11,1,1,0,0,0,1,1,0,0,0,0,0,15,7,8,6,1,6,23,26.1,17,10,4,6,16,31,35,0,565,85,228,258,83,6,565,7,5,71.4,2,28.6,210,1262,494,10,9,3,18,14,302,32,0,0,0,13,10,1,12,16,7,0,0,0,58,16,34,32.0
FRA-Ligue 1,1920,Amiens,2019-10-04 Amiens-Marseille,2019-10-04,20:45:00,Matchweek 9,Fri,Home,W,3,1,Marseille,2.9,0.5,33,12737,Régis Gurtner,4-2-3-1,4-2-3-1,Johan Hamel,/en/matches/e99f67f2/Amiens-Marseille-October-4-2019-Ligue-1,,4,1,3,75.0,0,1.0,0.0,0,0,0,0,6,23,26.1,20,1,75.0,44.2,8,100.0,64.6,19,0,0.0,0,5.5,3,10,4,40.0,0.2,0.5,17.5,0,1,1,2.9,2.2,0.22,0.1,-0.2,212,305,69.5,4042,1848,102,115,88.7,80,104,76.9,27,67,40.3,2,2.2,0.9,10,18,6,5,19,305,253,50,15,0,1,12,22,3,2,0,0,212,2,8,20,15,1,2,0,2,0,6,2,0,2,0,2,0,21,11,14,6,1,6,24,25.0,18,16,6,10,7,28,33,1,435,72,165,190,88,13,434,18,10,55.6,8,44.4,207,1277,579,17,9,6,19,16,210,19,1,0,0,16,12,2,12,7,11,1,0,0,53,18,23,43.9
FRA-Ligue 1,1920,Amiens,2019-10-19 Nîmes-Amiens,2019-10-19,20:00:00,Matchweek 10,Sat,Away,D,1,1,Nîmes,1.2,0.5,63,12189,Régis Gurtner,4-2-3-1,4-2-3-1,Jeremy Stinat,/en/matches/dc28b8e0/Nimes-Amiens-October-19-2019-Ligue-1,,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,4,13,30.8,22,7,36.4,38.1,9,55.6,47.8,9,0,0.0,0,9.0,1,12,5,41.7,0.08,0.2,16.0,0,0,0,1.2,1.2,0.1,-0.2,-0.2,415,554,74.9,7337,3020,204,241,84.6,174,220,79.1,34,70,48.6,0,0.8,1.7,9,43,10,1,54,554,480,73,11,0,2,17,40,11,4,4,0,415,1,10,17,10,3,1,2,0,1,1,0,0,0,1,0,0,11,7,2,7,2,3,11,27.3,8,14,2,12,12,23,11,0,669,43,148,378,150,21,669,19,14,73.7,5,26.3,314,1777,957,24,9,4,28,21,411,53,4,0,0,15,10,1,17,12,7,0,0,0,50,27,12,69.2
