league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Performance PSxG,Performance PSxG+/-,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
FRA-Ligue 1,1819,Amiens,2018-08-12 Lyon-Amiens,2018-08-12,15:00:00,Matchweek 1,Sun,Away,L,0,2,Lyon,0.4,1.4,33,48263,Régis Gurtner,4-3-3,4-3-1-2,Franck Schneider,/en/matches/c17d091d/Lyon-Amiens-August-12-2018-Ligue-1,,7,2,5,71.4,0,2.4,0.4,0,0,0,0,6,18,33.3,21,5,57.1,42.0,6,100.0,60.2,12,1,8.3,0,6.5,0,10,1,10.0,0.0,0.0,25.1,1,0,0,0.4,0.4,0.04,-0.4,-0.4,216,301,71.8,3869,1596,101,125,80.8,84,100,84.0,24,61,39.3,0,0.3,0.1,7,18,2,0,26,301,256,43,10,1,1,9,23,1,0,0,0,216,2,9,16,9,1,3,1,2,0,0,0,0,0,0,0,0,23,8,14,7,2,12,28,42.9,16,17,5,12,14,37,17,0,414,49,152,195,73,6,414,13,8,61.5,5,38.5,198,1296,710,14,10,2,14,8,211,25,2,0,0,17,9,2,9,14,8,0,0,0,41,12,8,60.0
FRA-Ligue 1,1819,Amiens,2018-08-18 Amiens-Montpellier,2018-08-18,20:00:00,Matchweek 2,Sat,Home,L,1,2,Montpellier,1.2,0.3,57,10402,Prince-Désir Gouano,4-2-3-1,3-4-1-2,Karim Abed,/en/matches/73582813/Amiens-Montpellier-August-18-2018-Ligue-1,,3,2,1,33.3,0,1.1,-0.9,0,0,0,0,0,5,0.0,11,3,9.1,32.0,9,44.4,42.8,12,0,0.0,0,15.0,1,10,1,10.0,0.0,0.0,24.2,2,1,1,1.2,0.4,0.05,-0.2,-0.4,415,524,79.2,7521,2499,155,177,87.6,215,252,85.3,38,74,51.4,0,0.3,0.5,5,34,4,1,38,524,469,54,13,1,1,25,23,6,2,4,0,415,1,5,19,10,3,1,2,3,0,1,1,0,0,0,0,0,14,7,9,4,1,4,10,40.0,6,2,1,1,13,27,19,0,609,35,156,329,130,19,608,8,7,87.5,1,12.5,388,2447,1283,34,10,2,11,13,411,37,1,0,0,15,14,1,25,13,7,0,0,0,41,16,18,47.1
FRA-Ligue 1,1819,Amiens,2018-08-25 Amiens-Reims,2018-08-25,20:00:00,Matchweek 3,Sat,Home,W,4,1,Reims,1.6,0.9,58,10709,Régis Gurtner,4-2-3-1,4-2-3-1,Florent Batta,/en/matches/2f531cd7/Amiens-Reims-August-25-2018-Ligue-1,,3,1,2,66.7,0,0.9,-0.1,0,0,0,0,4,12,33.3,24,1,33.3,33.1,5,80.0,57.4,6,0,0.0,0,11.0,4,14,8,57.1,0.29,0.5,18.5,1,0,0,1.6,1.6,0.12,2.4,2.4,489,581,84.2,8724,3063,230,243,94.7,199,225,88.4,52,91,57.1,4,1.5,1.5,11,32,9,4,47,581,533,48,19,0,5,19,18,4,1,2,0,489,0,8,25,22,0,1,0,1,1,8,7,0,1,0,0,0,14,7,4,5,5,9,17,52.9,8,1,0,1,7,21,6,0,658,37,179,340,147,19,658,13,8,61.5,5,38.5,431,2343,1200,30,18,5,21,10,488,47,1,0,0,18,17,0,19,7,7,0,0,0,60,11,13,45.8
FRA-Ligue 1,1819,Amiens,2018-09-02 Saint-Étienne-Amiens,2018-09-02,15:00:00,Matchweek 4,Sun,Away,D,0,0,Saint-Étienne,0.4,1.2,37,30146,Régis Gurtner,4-3-3,4-2-3-1,Thomas Léonard,/en/matches/c40c52f5/Saint-Etienne-Amiens-September-2-2018-Ligue-1,,5,0,5,100.0,1,0.3,0.3,0,0,0,0,2,22,9.1,21,4,71.4,48.1,7,100.0,66.3,24,0,0.0,0,8.0,0,9,2,22.2,0.0,0.0,22.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,232,327,70.9,4091,1782,116,135,85.9,87,110,79.1,28,72,38.9,0,0.4,0.2,9,29,3,0,25,327,284,40,15,0,4,6,16,1,0,1,0,232,3,5,17,15,0,2,0,0,0,0,0,0,0,0,0,0,6,3,4,1,1,1,7,14.3,6,14,8,6,14,20,47,0,454,75,197,181,82,10,454,12,6,50.0,6,50.0,211,1247,672,14,7,3,9,10,229,25,2,0,0,12,11,3,6,14,3,0,0,0,46,9,18,33.3
FRA-Ligue 1,1819,Amiens,2018-09-15 Amiens-Lille,2018-09-15,20:00:00,Matchweek 5,Sat,Home,L,2,3,Lille,1.6,3.0,47,11569,Régis Gurtner,4-3-3,4-2-3-1,Nicolas Rainville,/en/matches/bab5eb0b/Amiens-Lille-September-15-2018-Ligue-1,,9,3,6,88.9,0,3.4,0.4,2,2,0,0,10,25,40.0,27,4,55.6,41.4,10,100.0,65.9,10,0,0.0,0,19.0,2,7,3,42.9,0.29,0.67,21.1,1,0,1,1.6,0.8,0.11,0.4,1.2,308,434,71.0,5668,2444,140,167,83.8,134,173,77.5,28,69,40.6,1,0.7,0.6,6,17,6,1,32,434,373,56,20,2,1,12,20,3,1,2,0,308,5,11,14,10,1,1,0,2,0,4,3,0,0,0,1,0,19,14,11,6,2,7,12,58.3,5,9,2,7,9,28,14,0,521,53,178,274,73,10,520,5,4,80.0,1,20.0,253,1327,655,11,2,2,13,13,303,31,1,0,0,12,21,5,12,9,14,1,2,0,46,23,19,54.8
FRA-Ligue 1,1819,Amiens,2018-09-22 Strasbourg-Amiens,2018-09-22,20:00:00,Matchweek 6,Sat,Away,L,1,3,Strasbourg,0.7,1.3,47,24683,Régis Gurtner,4-2-3-1,3-4-1-2,Jeremy Stinat,/en/matches/cdddf751/Strasbourg-Amiens-September-22-2018-Ligue-1,,6,3,4,50.0,0,1.5,-0.5,0,0,0,0,3,13,23.1,13,1,46.2,40.3,9,77.8,56.1,13,0,0.0,0,,1,8,3,37.5,0.13,0.33,17.9,0,0,0,0.7,0.7,0.08,0.3,0.3,347,450,77.1,5874,2059,162,183,88.5,137,176,77.8,34,63,54.0,1,0.5,0.5,5,31,2,0,19,450,394,56,19,0,4,13,23,1,0,1,0,347,0,5,16,11,2,0,0,2,1,2,1,0,0,0,0,1,19,13,11,7,1,5,12,41.7,7,8,3,5,16,35,21,1,555,46,152,308,96,12,555,11,4,36.4,7,63.6,254,1608,865,22,13,3,16,13,345,19,4,0,0,13,15,0,13,16,13,0,0,1,42,12,13,48.0
FRA-Ligue 1,1819,Amiens,2018-09-26 Amiens-Rennes,2018-09-26,19:00:00,Matchweek 7,Wed,Home,W,2,1,Rennes,0.7,2.0,49,10398,Prince-Désir Gouano,4-3-3,4-2-3-1,Johan Hamel,/en/matches/57d1a713/Amiens-Rennes-September-26-2018-Ligue-1,,2,1,1,50.0,0,1.1,0.1,0,0,0,0,12,23,52.2,16,0,56.3,38.6,16,87.5,58.1,13,0,0.0,0,,2,12,3,25.0,0.17,0.67,21.0,2,0,0,0.7,0.7,0.06,1.3,1.3,277,390,71.0,5299,2585,124,144,86.1,104,141,73.8,39,79,49.4,2,0.4,0.5,6,19,2,1,25,390,322,68,16,1,2,18,24,10,3,5,0,277,0,13,19,11,2,1,2,3,0,3,2,1,0,0,0,0,18,9,9,8,1,5,18,27.8,13,9,1,8,9,27,25,2,498,53,169,241,94,12,498,10,5,50.0,5,50.0,244,1187,528,10,5,5,12,6,274,25,0,0,0,11,16,0,18,9,9,0,0,0,40,28,25,52.8
FRA-Ligue 1,1819,Amiens,2018-09-29 Caen-Amiens,2018-09-29,20:00:00,Matchweek 8,Sat,Away,L,0,1,Caen,0.3,1.5,49,15007,Régis Gurtner,4-2-3-1,4-4-2,Benoît Bastien,/en/matches/c6e02856/Caen-Amiens-September-29-2018-Ligue-1,,4,1,3,100.0,0,1.4,0.4,1,1,0,0,6,23,26.1,25,4,64.0,48.6,9,77.8,57.7,28,1,3.6,0,9.7,0,7,2,28.6,0.0,0.0,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,326,454,71.8,6184,2262,135,160,84.4,152,191,79.6,36,83,43.4,0,0.3,0.5,6,32,6,3,36,454,390,61,16,0,4,23,30,4,3,1,0,326,3,10,12,8,3,0,1,0,0,0,0,0,0,0,0,0,8,6,5,1,2,3,9,33.3,6,10,4,6,12,20,40,0,559,65,185,244,141,12,559,12,8,66.7,4,33.3,285,1630,864,17,16,0,17,6,324,35,2,1,1,11,15,3,23,12,6,0,1,0,41,22,20,52.4
FRA-Ligue 1,1819,Amiens,2018-10-06 Amiens-Dijon,2018-10-06,20:00:00,Matchweek 9,Sat,Home,W,1,0,Dijon,0.3,0.5,43,10194,Prince-Désir Gouano,4-2-3-1,4-2-3-1,Florent Batta,/en/matches/0140822a/Amiens-Dijon-October-6-2018-Ligue-1,,3,0,3,100.0,1,0.3,0.3,0,0,0,0,9,20,45.0,28,2,53.6,42.5,5,100.0,66.4,7,0,0.0,0,,1,8,2,25.0,0.13,0.5,25.0,1,0,0,0.3,0.3,0.04,0.7,0.7,304,422,72.0,5874,2430,121,145,83.4,140,176,79.5,38,79,48.1,1,0.2,0.3,5,18,2,1,29,422,358,61,16,0,1,11,33,6,2,2,0,304,3,5,13,6,3,0,1,2,1,2,0,1,0,0,1,0,12,7,3,8,1,4,14,28.6,10,5,3,2,8,20,16,0,508,48,172,239,99,10,508,12,3,25.0,9,75.0,275,1483,733,9,12,0,19,4,303,29,0,0,0,19,18,3,11,8,7,0,0,0,56,14,14,50.0
FRA-Ligue 1,1819,Amiens,2018-10-20 Paris S-G-Amiens,2018-10-20,17:00:00,Matchweek 10,Sat,Away,L,0,5,Paris S-G,0.7,2.4,42,47497,Prince-Désir Gouano,4-4-1-1,4-3-3,Mikael Lesage,/en/matches/035d3aad/Paris-Saint-Germain-Amiens-October-20-2018-Ligue-1,,8,5,3,37.5,0,3.4,-1.6,0,0,0,0,6,18,33.3,16,1,62.5,41.6,11,72.7,49.8,15,0,0.0,0,8.3,0,8,2,25.0,0.0,0.0,17.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7,355,429,82.8,5796,2155,189,204,92.6,128,147,87.1,28,57,49.1,0,0.3,0.4,5,25,1,0,34,429,372,53,14,0,2,16,17,5,1,4,0,355,4,10,14,11,2,0,1,0,0,0,0,0,0,0,0,0,16,12,8,6,2,7,19,36.8,12,6,2,4,10,26,22,0,528,57,152,264,118,9,528,13,3,23.1,10,76.9,304,1828,869,19,14,5,14,13,353,34,0,0,0,10,12,4,16,10,12,0,0,0,40,11,12,47.8
FRA-Ligue 1,1819,Amiens,2018-10-27 Amiens-Nantes,2018-10-27,20:00:00,Matchweek 11,Sat,Home,L,1,2,Nantes,1.2,1.6,60,11384,Prince-Désir Gouano,4-2-3-1,4-3-3,Jeremy Stinat,/en/matches/35f3cce2/Amiens-Nantes-October-27-2018-Ligue-1,,5,2,3,60.0,0,1.6,-0.4,0,0,0,0,2,14,14.3,25,3,40.0,32.6,5,80.0,56.2,5,0,0.0,4,21.9,1,18,7,38.9,0.06,0.14,19.1,0,0,0,1.2,1.2,0.07,-0.2,-0.2,403,545,73.9,7026,2544,177,206,85.9,174,221,78.7,36,84,42.9,1,1.1,1.0,14,31,8,2,45,545,483,61,11,1,2,24,32,10,8,2,0,403,1,9,29,20,4,0,4,1,0,2,2,0,0,0,0,0,12,7,5,4,3,2,6,33.3,4,12,3,9,14,26,9,1,649,42,151,336,167,16,649,12,7,58.3,4,33.3,368,2000,1164,19,16,3,21,19,399,44,1,0,0,16,8,1,24,14,7,0,0,0,66,15,24,38.5
