league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,KP,1/3,PPA,CrsPA,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Rec,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
FRA-Ligue 1,1213,Ajaccio,2012-08-11 Nice-Ajaccio,2012-08-11,,Matchweek 1,Sat,Away,W,1,0,Nice,,,,4-1-4-1,4-2-3-1,Ruddy Buquet,/en/matches/133c398b/Nice-Ajaccio-August-11-2012-Ligue-1,,,0,,,1,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,,,,,,,0
FRA-Ligue 1,1213,Ajaccio,2012-08-19 Ajaccio-Paris S-G,2012-08-19,,Matchweek 2,Sun,Home,D,0,0,Paris S-G,,,,4-2-3-1,4-2-3-1,Clément Turpin,/en/matches/1be58ae4/Ajaccio-Paris-Saint-Germain-August-19-2012-Ligue-1,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
FRA-Ligue 1,1213,Ajaccio,2012-08-25 Valenciennes-Ajaccio,2012-08-25,,Matchweek 3,Sat,Away,L,0,3,Valenciennes,,,,4-2-3-1,4-4-2,Nicolas Rainville,/en/matches/d3135fa7/Valenciennes-Ajaccio-August-25-2012-Ligue-1,,,3,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,,,,,,,1
FRA-Ligue 1,1213,Ajaccio,2012-09-01 Ajaccio-Evian,2012-09-01,,Matchweek 4,Sat,Home,W,2,0,Evian,,,,4-2-3-1,4-5-1,Sébastien Moreira,/en/matches/4a800ce1/Ajaccio-Evian-September-1-2012-Ligue-1,,,0,,,1,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
FRA-Ligue 1,1213,Ajaccio,2012-09-16 Lyon-Ajaccio,2012-09-16,,Matchweek 5,Sun,Away,L,0,2,Lyon,,,,4-1-4-1,4-2-3-1,Bartolomeu Varela,/en/matches/96b45081/Lyon-Ajaccio-September-16-2012-Ligue-1,,,2,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,0
FRA-Ligue 1,1213,Ajaccio,2012-09-23 Bordeaux-Ajaccio,2012-09-23,,Matchweek 6,Sun,Away,D,2,2,Bordeaux,,,,4-4-1-1,4-2-3-1,Antony Gautier,/en/matches/1d31186b/Bordeaux-Ajaccio-September-23-2012-Ligue-1,,,2,,,0,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
FRA-Ligue 1,1213,Ajaccio,2012-09-29 Ajaccio-Brest,2012-09-29,,Matchweek 7,Sat,Home,W,1,0,Brest,,,,4-2-3-1,4-1-4-1,Olivier Thual,/en/matches/488def9c/Ajaccio-Brest-September-29-2012-Ligue-1,,,0,,,1,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
FRA-Ligue 1,1213,Ajaccio,2012-10-06 Lille-Ajaccio,2012-10-06,,Matchweek 8,Sat,Away,L,0,2,Lille,,,,4-2-3-1,4-3-3,Lionel Jaffredo,/en/matches/812d3829/Lille-Ajaccio-October-6-2012-Ligue-1,,,2,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,0
FRA-Ligue 1,1213,Ajaccio,2012-10-21 Ajaccio-Bastia,2012-10-21,,Matchweek 9,Sun,Home,D,0,0,Bastia,,,,4-2-3-1,4-2-3-1,Laurent Duhamel,/en/matches/a6dfb4f0/Ajaccio-Bastia-October-21-2012-Ligue-1,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,0
FRA-Ligue 1,1213,Ajaccio,2012-10-28 Lorient-Ajaccio,2012-10-28,,Matchweek 10,Sun,Away,D,4,4,Lorient,,,,4-2-3-1,4-4-2,Jean-Charles Cailleux,/en/matches/252d89c4/Lorient-Ajaccio-October-28-2012-Ligue-1,,,4,,,0,,,,,4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0
