league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,KP,1/3,PPA,CrsPA,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Rec,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
ENG-Premier League,1516,Arsenal,2015-08-09 Arsenal-West Ham,2015-08-09,13:30:00,Matchweek 1,Sun,Home,L,0,2,West Ham,62,59996,Per Mertesacker,4-2-3-1,4-3-3,Martin Atkinson,/en/matches/71fb3701/Arsenal-West-Ham-United-August-9-2015-Premier-League,,4,2,2,50.0,0,0,0,0,0,0,22,6,27.3,0.0,0.0,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,18,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,12,9,3,33,18,11,,,0
ENG-Premier League,1516,Arsenal,2015-08-16 Crystal Palace-Arsenal,2015-08-16,13:30:00,Matchweek 2,Sun,Away,W,2,1,Crystal Palace,59,24732,Per Mertesacker,4-2-3-1,4-5-1,Lee Mason,/en/matches/a64b94e8/Crystal-Palace-Arsenal-August-16-2015-Premier-League,,4,1,3,75.0,0,0,0,0,0,1,20,7,35.0,0.05,0.14,,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,12,14,2,23,12,24,,,0
ENG-Premier League,1516,Arsenal,2015-08-24 Arsenal-Liverpool,2015-08-24,20:00:00,Matchweek 3,Mon,Home,D,0,0,Liverpool,66,60080,Santi Cazorla,4-2-3-1,4-3-3,Michael Oliver,/en/matches/663904f2/Arsenal-Liverpool-August-24-2015-Premier-League,,8,0,8,100.0,1,0,0,0,0,0,19,5,26.3,0.0,0.0,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,27,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,12,5,23,27,21,,,0
ENG-Premier League,1516,Arsenal,2015-08-29 Newcastle Utd-Arsenal,2015-08-29,12:45:00,Matchweek 4,Sat,Away,W,1,0,Newcastle Utd,74,50388,Santi Cazorla,4-2-3-1,4-2-3-1,Andre Marriner,/en/matches/833982d1/Newcastle-United-Arsenal-August-29-2015-Premier-League,,0,0,0,,1,0,0,0,0,0,22,9,40.9,0.0,0.0,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,8,15,2,15,15,18,,,0
ENG-Premier League,1516,Arsenal,2015-09-12 Arsenal-Stoke City,2015-09-12,15:00:00,Matchweek 5,Sat,Home,W,2,0,Stoke City,68,59963,Santi Cazorla,4-2-3-1,4-2-3-1,Jonathan Moss,/en/matches/886b884e/Arsenal-Stoke-City-September-12-2015-Premier-League,,3,0,3,100.0,1,0,0,0,0,2,29,12,41.4,0.07,0.17,,0,0,,,,,,,,,,,,,,,2,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,25,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,6,13,3,25,25,15,,,0
ENG-Premier League,1516,Arsenal,2015-09-19 Chelsea-Arsenal,2015-09-19,12:45:00,Matchweek 6,Sat,Away,L,0,2,Chelsea,37,41584,Santi Cazorla,4-2-3-1,4-2-3-1,Mike Dean,/en/matches/66a9fa0a/North-West-London-Derby-Chelsea-Arsenal-September-19-2015-Premier-League,,7,2,5,71.4,0,0,0,0,0,0,9,2,22.2,0.0,0.0,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,19,0,,,,,,,,,,,,,,,,,,,,,,,4,2,1,11,11,3,15,19,16,,,1
ENG-Premier League,1516,Arsenal,2015-09-26 Leicester City-Arsenal,2015-09-26,15:00:00,Matchweek 7,Sat,Away,W,5,2,Leicester City,58,32047,Per Mertesacker,4-2-3-1,4-4-2,Craig Pawson,/en/matches/69e04a8b/Leicester-City-Arsenal-September-26-2015-Premier-League,,7,2,5,71.4,0,0,0,0,0,5,27,12,44.4,0.19,0.42,,0,0,,,,,,,,,,,,,,,3,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,12,9,2,11,14,16,,,0
ENG-Premier League,1516,Arsenal,2015-10-04 Arsenal-Manchester Utd,2015-10-04,16:00:00,Matchweek 8,Sun,Home,W,3,0,Manchester Utd,38,60084,Per Mertesacker,4-2-3-1,4-2-3-1,Anthony Taylor,/en/matches/70bb5008/Arsenal-Manchester-United-October-4-2015-Premier-League,,5,0,5,100.0,1,0,0,0,0,3,12,5,41.7,0.25,0.6,,0,0,,,,,,,,,,,,,,,2,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,23,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,8,17,2,7,23,25,,,0
ENG-Premier League,1516,Arsenal,2015-10-17 Watford-Arsenal,2015-10-17,17:30:00,Matchweek 9,Sat,Away,W,3,0,Watford,67,20721,Per Mertesacker,4-2-3-1,4-4-2,Mike Jones,/en/matches/483b03ee/Watford-Arsenal-October-17-2015-Premier-League,,1,0,1,100.0,1,0,0,0,0,3,17,6,35.3,0.18,0.5,,0,0,,,,,,,,,,,,,,,3,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,21,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,12,11,4,22,21,16,,,0
ENG-Premier League,1516,Arsenal,2015-10-24 Arsenal-Everton,2015-10-24,17:30:00,Matchweek 10,Sat,Home,W,2,1,Everton,56,59985,Santi Cazorla,4-2-3-1,4-2-3-1,Lee Mason,/en/matches/ada9f753/Arsenal-Everton-October-24-2015-Premier-League,,5,1,4,80.0,0,0,0,0,0,2,20,5,25.0,0.1,0.4,,0,0,,,,,,,,,,,,,,,2,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,34,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,11,13,0,19,34,18,,,0
ENG-Premier League,1516,Arsenal,2015-10-31 Swansea City-Arsenal,2015-10-31,15:00:00,Matchweek 11,Sat,Away,W,3,0,Swansea City,46,20937,Per Mertesacker,4-2-3-1,4-2-3-1,Kevin Friend,/en/matches/a5173d30/Swansea-City-Arsenal-October-31-2015-Premier-League,,3,0,3,100.0,1,0,0,0,0,3,14,5,35.7,0.21,0.6,,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,21,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,12,1,19,21,16,,,0
ENG-Premier League,1516,Arsenal,2015-11-08 Arsenal-Tottenham,2015-11-08,16:00:00,Matchweek 12,Sun,Home,D,1,1,Tottenham,55,60060,Per Mertesacker,4-2-3-1,4-2-3-1,Martin Atkinson,/en/matches/a933a6f4/North-London-Derby-Arsenal-Tottenham-Hotspur-November-8-2015-Premier-League,,4,1,3,75.0,0,0,0,0,0,1,10,4,40.0,0.1,0.25,,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,13,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12,16,1,23,13,26,,,0
ENG-Premier League,1516,Arsenal,2015-11-21 West Brom-Arsenal,2015-11-21,15:00:00,Matchweek 13,Sat,Away,L,1,2,West Brom,73,24343,Per Mertesacker,4-2-3-1,4-4-1-1,Mark Clattenburg,/en/matches/7fdd5f7e/West-Bromwich-Albion-Arsenal-November-21-2015-Premier-League,,2,2,0,0.0,0,0,0,0,0,1,11,3,27.3,0.09,0.33,,0,1,,,,,,,,,,,,,,,1,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,17,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,10,13,1,23,17,12,,,1
ENG-Premier League,1516,Arsenal,2015-11-29 Norwich City-Arsenal,2015-11-29,16:15:00,Matchweek 14,Sun,Away,D,1,1,Norwich City,63,27091,Per Mertesacker,4-2-3-1,4-4-1-1,Jonathan Moss,/en/matches/c405d35a/Norwich-City-Arsenal-November-29-2015-Premier-League,,3,1,2,66.7,0,0,0,0,0,1,12,3,25.0,0.08,0.33,,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,18,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,6,8,2,28,18,9,,,0
ENG-Premier League,1516,Arsenal,2015-12-05 Arsenal-Sunderland,2015-12-05,15:00:00,Matchweek 15,Sat,Home,W,3,1,Sunderland,73,59937,Per Mertesacker,4-2-3-1,5-4-1,Robert Madley,/en/matches/203cc04b/Arsenal-Sunderland-December-5-2015-Premier-League,,5,1,4,80.0,0,0,0,0,0,3,16,7,43.8,0.19,0.43,,0,0,,,,,,,,,,,,,,,2,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,7,11,1,14,16,18,,,1
